iter	RMSE
402	0.05469910406
403	0.05456857834
404	0.05449966992
405	0.05447616574
406	0.05447235711
407	0.054124643
408	0.05408442298
409	0.05402474625
410	0.05399709623
411	0.05396284801
412	0.05393259792
413	0.05391966684
414	0.05378009792
415	0.05377653996
416	0.05374236557
417	0.05368812448
418	0.05363385548
419	0.05359371319
420	0.05343077975
421	0.05341416325
422	0.05339005015
423	0.05332081464
424	0.05329166589
425	0.05328037048
426	0.05326443822
427	0.0531977809
428	0.05319084907
429	0.05307115618
430	0.05307068913
431	0.0530564864
432	0.05298902332
433	0.0528746241
434	0.05282399782
435	0.05278794851
436	0.05273896897
437	0.05269534707
438	0.05256057007
439	0.05248136757
440	0.05244297592
441	0.05236440799
442	0.05235281637
443	0.05232346506
444	0.05230404766
445	0.05216595561
446	0.05215120891
447	0.05196768331
448	0.05192083663
449	0.0518713795
450	0.0518055929
451	0.05175575158
452	0.05167380506
453	0.05164482636
454	0.05162955971
455	0.05156763861
456	0.05143360732
457	0.05137010852
458	0.05127382962
459	0.05117925431
460	0.05108245376
461	0.05105798065
462	0.05101942109
463	0.05100639757
464	0.05097914875
465	0.05070413207
466	0.05068041244
467	0.05067522657
468	0.0506675396
469	0.05065160886
470	0.05048355044
471	0.05044565851
472	0.05037105122
473	0.05032171296
474	0.05021679823
475	0.05018338093
476	0.05015039251
477	0.05010835504
478	0.05004460575
479	0.04997698271
480	0.04995542296
481	0.04972981339
482	0.04965310508
483	0.04951912998
484	0.04948438867
485	0.04943899593
486	0.04925384263
487	0.04922947217
488	0.04922845237
489	0.04914245115
490	0.04904214353
491	0.04899325851
492	0.04892178793
493	0.04887196861
494	0.04881993748
495	0.04879371724
496	0.04879370438
497	0.04876177478
498	0.0486532979
499	0.04858523356
500	0.04848060873
501	0.04841209475
502	0.04837495601
503	0.04836589039
504	0.04826743775
505	0.04824044159
506	0.04820056833
507	0.04814371987
508	0.04812361629
509	0.04808720561
510	0.04805152334
511	0.04801400311
512	0.04795646372
513	0.04794106218
514	0.04784564687
515	0.04772654558
516	0.0477102315
517	0.04763223981
518	0.04756817866
519	0.0475239351
520	0.04739195405
521	0.04729623569
522	0.04717359809
523	0.04700606633
524	0.04693588444
525	0.0468831309
526	0.046838951
527	0.0468180138
528	0.04678059646
529	0.04677769417
530	0.04675205502
531	0.04674361071
532	0.04671112801
533	0.0466857118
534	0.04663413348
535	0.04660295477
536	0.0465855966
537	0.04654971515
538	0.04654602836
539	0.04652095253
540	0.04650160584
541	0.04647853889
542	0.04645860009
543	0.04635593462
544	0.0463313043
545	0.046171819
546	0.04607540466
547	0.04604608897
548	0.04602687493
549	0.0460199175
550	0.04599419721
551	0.04592246778
552	0.04580123012
553	0.04576603699
554	0.04569918594
555	0.04565182568
556	0.04561869444
557	0.04555366229
558	0.04552787011
559	0.04546963144
560	0.0453995135
561	0.04531247224
562	0.04523990425
563	0.04517145545
564	0.04512339396
565	0.04511795713
566	0.04507520876
567	0.04495656659
568	0.04494741122
569	0.04480534381
570	0.04478007925
571	0.04471966183
572	0.04470503775
573	0.04469659373
574	0.04468816073
575	0.04464455312
576	0.04464220018
577	0.04453997133
578	0.04450581654
579	0.04449055056
580	0.04441556577
581	0.04435462135
582	0.04430055997
583	0.04429756449
584	0.04427254685
585	0.04423704585
586	0.04420818497
587	0.04420627642
588	0.04420404831
589	0.04416395139
590	0.04415290109
591	0.04398339376
592	0.04396633042
593	0.04384818609
594	0.04382974609
595	0.04359555356
596	0.04356374538
597	0.04352377687
598	0.04346234283
599	0.04344218599
600	0.04340247327
601	0.04336344028
602	0.04323300836
603	0.04322906983
604	0.04322239797
605	0.04320567462
606	0.04320276921
607	0.04317185878
608	0.04314369943
609	0.04312632702
610	0.04308299351
611	0.04290855156
612	0.04280059577
613	0.04279059421
614	0.04274650379
615	0.04272231959
616	0.04267018828
617	0.04266215641
618	0.04260185077
619	0.04256726071
620	0.04254756366
621	0.04254001499
622	0.04246788052
623	0.04246718189
624	0.04239223989
625	0.04238712753
626	0.04235239558
627	0.04226490587
628	0.04223366742
629	0.04222839861
630	0.04220952668
631	0.0422032583
632	0.04219765112
633	0.04218365616
634	0.04216380004
635	0.04198311664
636	0.04195871609
637	0.04191343785
638	0.04191059087
639	0.04185367168
640	0.04181112853
641	0.0417663097
642	0.04171980329
643	0.04170323426
644	0.04168386434
645	0.04164514509
646	0.04151943788
647	0.04147687913
648	0.04146799302
649	0.04145872032
650	0.04142384586
651	0.04139880857
652	0.04137424069
653	0.0413545025
654	0.04134638522
655	0.041344011
656	0.04119990548
657	0.04112333025
658	0.04110297443
659	0.04109851045
660	0.04108201722
661	0.04106498557
662	0.04106429294
663	0.04104793853
664	0.04093525416
665	0.04093225667
666	0.04086422162
667	0.04084475726
668	0.04082944414
669	0.04082582823
670	0.04082575635
671	0.04081017372
672	0.040717084
673	0.04071439619
674	0.04068612726
675	0.04059618733
676	0.04047734701
677	0.04044195731
678	0.04041487053
679	0.04037680473
680	0.04028677349
681	0.04028026074
682	0.04024356895
683	0.04022818621
684	0.04019603835
685	0.04019146768
686	0.04014056195
687	0.04013247929
688	0.04011202221
689	0.04008267904
690	0.0400716378
691	0.04002548402
692	0.03999366476
693	0.03991387542
694	0.03990897512
695	0.03987748278
696	0.03984406377
697	0.03977286521
698	0.03970439804
699	0.03952971337
700	0.03950478733
701	0.03948769265
702	0.03946692219
703	0.03943618132
704	0.03939264545
705	0.03937766531
706	0.03936700171
707	0.03925510283
708	0.03921616697
709	0.03919473993
710	0.03918313697
711	0.0391686952
712	0.03916165043
713	0.03912248108
714	0.03909459262
715	0.03895057448
716	0.0389473319
717	0.03891040186
718	0.03890832577
719	0.03889371088
720	0.03881438358
721	0.03879979616
722	0.03879783653
723	0.03878288448
724	0.0387663921
725	0.03873647882
726	0.03862978716
727	0.03854314601
728	0.03850756561
729	0.03849023964
730	0.03845541189
731	0.03843081847
732	0.03838408072
733	0.03837350103
734	0.03835685478
735	0.03834320753
736	0.03833257353
737	0.03832792383
738	0.03827323178
739	0.0382695669
740	0.03825115866
741	0.03820127957
742	0.03818789249
743	0.03816865365
744	0.038137193
745	0.03810778815
746	0.03802400886
747	0.03796264704
748	0.03786938638
749	0.03781409055
750	0.03780328782
751	0.03775884349
752	0.03768051885
753	0.03766439345
754	0.03765860424
755	0.03765511763
756	0.03761890445
757	0.03761791432
758	0.03759863385
759	0.03755139508
760	0.03753460327
761	0.03751542497
762	0.03751519043
763	0.03749699468
764	0.03748699711
765	0.03747123167
766	0.03744626058
767	0.03743700654
768	0.03739086142
769	0.03735486184
770	0.03735329522
771	0.03730460263
772	0.03729603176
773	0.03729303713
774	0.03726208124
775	0.03724429184
776	0.0372399979
777	0.03723537284
778	0.03720842325
779	0.03709441316
780	0.03705940512
781	0.03705311974
782	0.03703812066
783	0.03700925975
784	0.03698196603
785	0.03696457183
786	0.03694470655
787	0.03689264839
788	0.03687631317
789	0.03681423342
790	0.03680492321
791	0.03676896055
792	0.03674791492
793	0.03674459734
794	0.03671591722
795	0.03667796297
796	0.03665456379
797	0.03664496882
798	0.0365917369
799	0.03659115702
800	0.03650714545
801	0.03648602272
802	0.03646700944
803	0.0364231723
804	0.03639073849
805	0.03636270225
806	0.03630582173
807	0.03629159207
808	0.03625255868
809	0.03623208082
810	0.03621701424
811	0.03621288192
812	0.03615693862
813	0.03613754206
814	0.03608884241
815	0.03608766143
816	0.03608365109
817	0.03606433215
818	0.03602907623
819	0.03601536688
820	0.03598451386
821	0.03597829042
822	0.03596988864
823	0.03595585412
824	0.0359346265
825	0.03592519128
826	0.03587028967
827	0.03585277248
828	0.03582253514
829	0.03581708648
830	0.03580864849
831	0.03580733752
832	0.03580209995
833	0.03578719833
834	0.03576179927
835	0.03575139533
836	0.0357471479
837	0.0357285479
838	0.03569985015
839	0.03569311284
840	0.03562771074
841	0.03561224581
842	0.03559969495
843	0.03558073371
844	0.03557834678
845	0.03557290914
846	0.03554465763
847	0.03554255505
848	0.03553201473
849	0.03549685108
850	0.03547761673
851	0.03538067008
852	0.03535364341
853	0.03533890256
854	0.0353324403
855	0.03532809962
856	0.03532524978
857	0.03530362859
858	0.03529642228
859	0.035253765
860	0.03524416375
861	0.03522268947
862	0.03518471868
863	0.03517706332
864	0.03516536478
865	0.03512687962
866	0.03512381742
867	0.03506980899
868	0.03504769201
869	0.03502219876
870	0.03500436694
871	0.03495047647
872	0.03493900114
873	0.03492523485
874	0.03491890037
875	0.03490095685
876	0.03490065679
877	0.03475683146
878	0.03473380239
879	0.03472759655
880	0.0347174305
881	0.03470150343
882	0.03467926661
883	0.03464919158
884	0.03464366884
885	0.03463858378
886	0.03461633023
887	0.03460442386
888	0.03459743718
889	0.03458822569
890	0.03456148418
891	0.0345497876
892	0.03454282626
893	0.03453579924
894	0.03451871023
895	0.03451348713
896	0.03450589471
897	0.03449896401
898	0.03449310127
899	0.03448262586
900	0.03437848084
901	0.03437565812
902	0.03437350093
903	0.03435877538
904	0.03435861026
905	0.03433455286
906	0.03433058948
907	0.03428003232
908	0.0342741608
909	0.03427009989
910	0.03425386865
911	0.03422167709
912	0.03419684844
913	0.03419021434
914	0.03414373591
915	0.03412983302
916	0.03412410498
917	0.03410440741
918	0.03404588927
919	0.03403066341
920	0.03403024114
921	0.03401337307
922	0.03399563659
923	0.0339921399
924	0.03396671369
925	0.03394671195
926	0.03394402361
927	0.03392215727
928	0.03391276423
929	0.03379324452
930	0.03377424855
931	0.03374534189
932	0.03372757885
933	0.03371420749
934	0.03370391595
935	0.03369697197
936	0.03366722193
937	0.03362112927
938	0.03358329408
939	0.03355511981
940	0.0335517635
941	0.03353297657
942	0.03350248206
943	0.03350025614
944	0.03350011247
945	0.03349779299
946	0.03349214578
947	0.03347619595
948	0.03347010439
949	0.03342864071
950	0.03342068453
951	0.0333281173
952	0.03331430799
953	0.03330621897
954	0.03330101898
955	0.03329497204
956	0.03328794259
957	0.03327389221
958	0.03327244453
959	0.03326391175
960	0.03323931088
961	0.03319040949
962	0.03317325761
963	0.03316215797
964	0.03315662769
965	0.0331517331
966	0.03314711875
967	0.03314429862
968	0.03313775697
969	0.03313384063
970	0.03313174324
971	0.0331188647
972	0.03311808283
973	0.03310926751
974	0.03308532977
975	0.03307692343
976	0.03307308452
977	0.03295543543
978	0.03294095048
979	0.03293976169
980	0.03291249553
981	0.03291173572
982	0.03288405805
983	0.0328538712
984	0.03282723388
985	0.03277073328
986	0.03262532941
987	0.03261896581
988	0.03260980836
989	0.03259533855
990	0.0325117836
991	0.03250379222
992	0.03249345795
993	0.03248426389
994	0.03248275641
995	0.03246962477
996	0.03246814857
997	0.03246280492
998	0.03246202165
999	0.03243227201
